,Song Name,Artist,Weekly Streams,Week of
22215,Wow.,Post Malone,4722355,6/20/2019
22216,Sanguine Paradise,Lil Uzi Vert,4333714,6/20/2019
22217,Swervin,A Boogie Wit da Hoodie,4210569,6/20/2019
22218,Omertà,Drake,4196435,6/20/2019
22219,Only Human,Jonas Brothers,4125518,6/20/2019
22220,Call You Mine,"The Chainsmokers, Bebe Rexha",3941116,6/20/2019
22221,Pure Water,"Mustard, Migos",3904502,6/20/2019
22222,when the party's over,Billie Eilish,3889080,6/20/2019
22223,Old Town Road,Lil Nas X,3868266,6/20/2019
22224,7 rings,Ariana Grande,3848336,6/20/2019
22225,Going Bad ,Meek Mill,3838097,6/20/2019
22226,Down Bad ,Dreamville,3729611,6/20/2019
22227,Cross Me ,Ed Sheeran,3510571,6/20/2019
22228,Envy Me,Calboy,3503377,6/20/2019
22229,Murder On My Mind,YNW Melly,3482937,6/20/2019
22230,Drip Too Hard,Lil Baby,3455418,6/20/2019
22231,Summer Days ,Martin Garrix,3413377,6/20/2019
22232,ME! ,Taylor Swift,3351587,6/20/2019
22233,bury a friend,Billie Eilish,3350854,6/20/2019
22234,Heaven,Avicii,3218125,6/20/2019
22235,Better,Khalid,3203961,6/20/2019
22236,lovely ,"Billie Eilish, Khalid",3188270,6/20/2019
22237,Callaita,Bad Bunny,3172826,6/20/2019
22238,Robbery,Juice WRLD,3164101,6/20/2019
22239,Eastside,"benny blanco, Halsey, Khalid",3101737,6/20/2019
22240,Lucid Dreams,Juice WRLD,3093134,6/20/2019
22241,It's You,Ali Gatie,3093003,6/20/2019
22242,Happier,"Marshmello, Bastille",3090008,6/20/2019
22243,SICKO MODE,Travis Scott,3071186,6/20/2019
22244,Shotta Flow,NLE Choppa,3042588,6/20/2019
22245,Mother's Daughter,Miley Cyrus,2958969,6/20/2019
22246,Focus ,Bazzi,2948156,6/20/2019
22247,Paradise,Bazzi,2875438,6/20/2019
22248,Clout ,Offset,2844800,6/20/2019
22249,Someone You Loved,Lewis Capaldi,2815607,6/20/2019
22250,wish you were gay,Billie Eilish,2800957,6/20/2019
22251,Look Back At It,A Boogie Wit da Hoodie,2800791,6/20/2019
22252,SAD!,XXXTENTACION,2785286,6/20/2019
22253,Homicide ,Logic,2739995,6/20/2019
22254,Mixed Personalities ,YNW Melly,2729279,6/20/2019
22255,Baby Sitter ,DaBaby,2724477,6/20/2019
22256,a lot,21 Savage,2716582,6/20/2019
22257,Without Me,Halsey,2677956,6/20/2019
22258,Isis,Joyner Lucas,2673858,6/20/2019
22259,"thank u, next",Ariana Grande,2672503,6/20/2019
22260,"break up with your girlfriend, i'm bored",Ariana Grande,2621368,6/20/2019
22261,Better Now,Post Malone,2562127,6/20/2019
22262,Dancing With A Stranger,"Sam Smith, Normani",2554410,6/20/2019
22263,Tap ,NAV,2499050,6/20/2019
22264,Faucet Failure,Ski Mask The Slump God,2471418,6/20/2019
22265,Otro Trago,Sech,2469668,6/20/2019
22266,rockstar ,Post Malone,2462360,6/20/2019
22267,SOS ,Avicii,2448785,6/20/2019
22268,Easier,5 Seconds of Summer,2434932,6/20/2019
22269,Nightmare,Halsey,2433328,6/20/2019
22270,Moonlight,XXXTENTACION,2399382,6/20/2019
22271,Soltera,Lunay,2398463,6/20/2019
22272,Whiskey Glasses,Morgan Wallen,2383264,6/20/2019
22273,Jocelyn Flores,XXXTENTACION,2364864,6/20/2019
22274,High Hopes,Panic! At The Disco,2345603,6/20/2019
22275,i'm so tired...,"Lauv, Troye Sivan",2299311,6/20/2019
22276,Shallow,Lady Gaga,2293065,6/20/2019
22277,Beer Never Broke My Heart,Luke Combs,2287024,6/20/2019
22278,ZEZE ,Kodak Black,2279197,6/20/2019
22279,Act Up,City Girls,2264057,6/20/2019
22280,Goin Baby,DaBaby,2244906,6/20/2019
22281,Rescue Me,OneRepublic,2236137,6/20/2019
22282,Beautiful Crazy,Luke Combs,2234539,6/20/2019
22283,you should see me in a crown,Billie Eilish,2213021,6/20/2019
22284,SLOW DANCING IN THE DARK,Joji,2190500,6/20/2019
22285,Taste ,Tyga,2188781,6/20/2019
22286,Loco Contigo ,"DJ Snake, J. Balvin, Tyga, J. Balvin, Tyga",2187903,6/20/2019
22287,i,Lil Skies,2183802,6/20/2019
22288,Sweet but Psycho,Ava Max,2161488,6/20/2019
22289,Nonstop,Drake,2154988,6/20/2019
22290,Con Calma,Daddy Yankee,2151140,6/20/2019
22291,Press,Cardi B,2135243,6/20/2019
22292,Saturday Nights,Khalid,2111017,6/20/2019
22293,The Git Up,Blanco Brown,2099988,6/20/2019
22294,Love Me Less ,MAX,2086997,6/20/2019
22295,"Hey Look Ma, I Made It",Panic! At The Disco,2040686,6/20/2019
22296,Juice,Lizzo,2025557,6/20/2019
22297,Feeling,Juice WRLD,2024478,6/20/2019
22298,my strange addiction,Billie Eilish,2006757,6/20/2019
22299,Fuck Love ,XXXTENTACION,2006387,6/20/2019
22300,Mo Bamba,Sheck Wes,1999600,6/20/2019
22301,Youngblood,5 Seconds of Summer,1999217,6/20/2019
22302,La La Land ,Bryce Vine,1973042,6/20/2019
22303,ocean eyes,Billie Eilish,1958028,6/20/2019
22304,Speechless,Dan + Shay,1946326,6/20/2019
22305,I Like It,Cardi B,1943039,6/20/2019
22306,i love you,Billie Eilish,1941408,6/20/2019
22307,GRoCERIES,Chance the Rapper,1936353,6/20/2019
22308,All Girls Are The Same,Juice WRLD,1935420,6/20/2019
22309,I Fall Apart,Post Malone,1932952,6/20/2019
22310,Wake Up in the Sky,Gucci Mane,1930110,6/20/2019
22311,That's A Rack,Lil Uzi Vert,1922015,6/20/2019
22312,Look What God Gave Her,Thomas Rhett,1920071,6/20/2019
22313,Armed And Dangerous,Juice WRLD,1918649,6/20/2019
22314,God's Country,Blake Shelton,1910419,6/20/2019
22315,Worth It,YK Osiris,1909910,6/20/2019
22316,Meant to Be,"Bebe Rexha, Florida Georgia Line",1896285,6/20/2019
22317,Leave Me Alone,Flipp Dinero,1890405,6/20/2019
22318,God's Plan,Drake,1879089,6/20/2019
22319,I Like Me Better,Lauv,1878360,6/20/2019
22320,Here With Me,Marshmello,1870580,6/20/2019
22321,Bohemian Rhapsody - Remastered 2011,Queen,1865080,6/20/2019
22322,Psycho ,Post Malone,1861113,6/20/2019
22323,Yes Indeed,"Lil Baby, Drake",1852859,6/20/2019
22324,Tequila,Dan + Shay,1847684,6/20/2019
22325,3 Nights,Dominic Fike,1843935,6/20/2019
22326,XO TOUR Llif3,Lil Uzi Vert,1839333,6/20/2019
22327,Noticed,Lil Mosey,1831435,6/20/2019
22328,Find U Again ,Mark Ronson,1831132,6/20/2019
22329,Rescue Me,Marshmello,1822318,6/20/2019
22330,idontwannabeyouanymore,Billie Eilish,1809503,6/20/2019
22331,MIA ,Bad Bunny,1806811,6/20/2019
22332,Be Alright,Dean Lewis,1803328,6/20/2019
22333,Lalala,Y2K,1802964,6/20/2019
22334,xanny,Billie Eilish,1791768,6/20/2019
22335,Congratulations,Post Malone,1788102,6/20/2019
22336,Boy With Luv ,BTS,1780951,6/20/2019
22337,On A Roll,Ashley O,1760041,6/20/2019
22338,Young Dumb & Broke,Khalid,1759938,6/20/2019
22339,Ric Flair Drip,"Offset, Metro Boomin",1758893,6/20/2019
22340,Cool,Jonas Brothers,1752187,6/20/2019
22341,Floating ,ScHoolboy Q,1746638,6/20/2019
22342,I Think I'm OKAY ,"Machine Gun Kelly, YUNGBLUD, Travis Barker, YUNGBLUD, Travis Barker",1746114,6/20/2019
22343,changes,XXXTENTACION,1720588,6/20/2019
22344,Civil War,Russ,1700842,6/20/2019
22345,Location,Khalid,1691844,6/20/2019
22346,Wish Wish ,DJ Khaled,1690312,6/20/2019
22347,Rumor,Lee Brice,1685878,6/20/2019
22348,Money,Cardi B,1676540,6/20/2019
22349,Slime Belief,YoungBoy Never Broke Again,1670258,6/20/2019
22350,Who Do You Love,The Chainsmokers,1660353,6/20/2019
22351,bellyache,Billie Eilish,1653542,6/20/2019
22352,Just Us ,DJ Khaled,1652622,6/20/2019
22353,The Middle,"Zedd, Maren Morris, Grey",1642288,6/20/2019
22354,Mad Love,Mabel,1639603,6/20/2019
22355,Freaky,Tory Lanez,1635472,6/20/2019
22356,when the party's over - Recorded at Spotify Studios NYC,Lewis Capaldi,1634726,6/20/2019
22357,all the good girls go to hell,Billie Eilish,1631628,6/20/2019
22358,HUMBLE.,Kendrick Lamar,1631379,6/20/2019
22359,I THINK,"Tyler, The Creator",1613178,6/20/2019
22360,Nice For What,Drake,1604465,6/20/2019
22361,Delicate,Taylor Swift,1591410,6/20/2019
22362,When It Rains It Pours,Luke Combs,1585058,6/20/2019
22363,Thotiana,Blueface,1582893,6/20/2019
22364,goosebumps,Travis Scott,1577562,6/20/2019
22365,Under Enemy Arms,Trippie Redd,1573017,6/20/2019
22366,Young Grizzley World ,Tee Grizzley,1568117,6/20/2019
22367,Good as Hell,Lizzo,1564633,6/20/2019
22368,She Got the Best of Me,Luke Combs,1550051,6/20/2019
22369,No Me Conoce - Remix,Jhay Cortez,1549276,6/20/2019
22370,In My Feelings,Drake,1529324,6/20/2019
22371,Close To Me,"Ellie Goulding, Diplo",1529100,6/20/2019
22372,Bitchuary,Shordie Shordie,1526353,6/20/2019
22373,Best Part ,H.E.R.,1524545,6/20/2019
22374,Please Me,Cardi B,1515596,6/20/2019
22375,Racks In The Middle ,Nipsey Hussle,1507485,6/20/2019
22376,Night Shift,Jon Pardi,1507145,6/20/2019
22377,Look Alive ,BlocBoy JB,1503546,6/20/2019
22378,No Role Modelz,J. Cole,1502705,6/20/2019
22379,Hurricane,Luke Combs,1502577,6/20/2019
22380,Te Robare,"Nicky Jam, Ozuna",1499132,6/20/2019
22381,Let Me Down Slowly,Alec Benjamin,1488433,6/20/2019
22382,Don't Stop Me Now - Remastered,Queen,1479734,6/20/2019
22383,Thunder,Imagine Dragons,1478970,6/20/2019
22384,Everybody Dies In Their Nightmares,XXXTENTACION,1478907,6/20/2019
22385,Space Cadet ,Metro Boomin,1477667,6/20/2019
22386,Mine,Bazzi,1477335,6/20/2019
22387,This Feeling,The Chainsmokers,1475638,6/20/2019
22388,Die Young,Roddy Ricch,1475170,6/20/2019
22389,Nights Like This ,Kehlani,1463584,6/20/2019
22390,Eyes On You,Chase Rice,1457159,6/20/2019
22391,Broke Leg ,"Tory Lanez, Quavo, Tyga, Quavo, Tyga",1450396,6/20/2019
22392,Girls Like You ,Maroon 5,1448848,6/20/2019
22393,Love Ain't,Eli Young Band,1441901,6/20/2019
22394,Believer,Imagine Dragons,1441781,6/20/2019
22395,Lucky You ,Eminem,16130274,9/6/2018
22396,The Ringer,Eminem,13944284,9/6/2018
22397,SICKO MODE,Travis Scott,11118794,9/6/2018
22398,FEFE ,6ix9ine,10603298,9/6/2018
22399,Greatest,Eminem,9812954,9/6/2018
22400,Lucid Dreams,Juice WRLD,9641186,9/6/2018
22401,Not Alike ,Eminem,9479444,9/6/2018
22402,In My Feelings,Drake,9134112,9/6/2018
22403,Fall,Eminem,8469028,9/6/2018
22404,Kamikaze,Eminem,8294185,9/6/2018
22405,Normal,Eminem,7420441,9/6/2018
22406,Nonstop,Drake,7083541,9/6/2018
22407,SAD!,XXXTENTACION,7012210,9/6/2018
22408,Stepping Stone,Eminem,6779265,9/6/2018
22409,Taste ,Tyga,6769737,9/6/2018
22410,Moonlight,XXXTENTACION,6542875,9/6/2018
22411,Eastside,"benny blanco, Halsey, Khalid",6367575,9/6/2018
22412,Happier,"Marshmello, Bastille",6295610,9/6/2018
22413,Paul - Skit,Paul Rosenberg,6191558,9/6/2018
22414,Better Now,Post Malone,5918752,9/6/2018
22415,Venom - Music From The Motion Picture,Eminem,5823698,9/6/2018
22416,Yes Indeed,"Lil Baby, Drake",5706242,9/6/2018
22417,breathin,Ariana Grande,5557743,9/6/2018
22418,I Like It,Cardi B,5542219,9/6/2018
22419,God is a woman,Ariana Grande,5483992,9/6/2018
22420,Good Guy ,Eminem,5461149,9/6/2018
22421,Em Calls Paul - Skit,Eminem,5415229,9/6/2018
22422,STARGAZING,Travis Scott,5309144,9/6/2018
22423,Nice Guy,"Eminem, Jessie Reyez",5261257,9/6/2018
22424,No Brainer,DJ Khaled,5242623,9/6/2018
22425,Girls Like You ,Maroon 5,5024413,9/6/2018
22426,Mo Bamba,Sheck Wes,4879549,9/6/2018
22427,Jocelyn Flores,XXXTENTACION,4471805,9/6/2018
22428,All Girls Are The Same,Juice WRLD,4358261,9/6/2018
22429,Promises ,"Calvin Harris, Sam Smith",4314755,9/6/2018
22430,BIG BANK ,YG,4265772,9/6/2018
22431,Lean Wit Me,Juice WRLD,4252745,9/6/2018
22432,Psycho ,Post Malone,4229267,9/6/2018
22433,Be Alright,Dean Lewis,4148356,9/6/2018
22434,Fuck Love ,XXXTENTACION,4140284,9/6/2018
22435,God's Plan,Drake,4069777,9/6/2018
22436,Youngblood,5 Seconds of Summer,4019841,9/6/2018
22437,Nice For What,Drake,3966994,9/6/2018
22438,BEBE,6ix9ine,3958460,9/6/2018
22439,Wasted ,Juice WRLD,3899316,9/6/2018
22440,YOSEMITE,Travis Scott,3864063,9/6/2018
22441,changes,XXXTENTACION,3762196,9/6/2018
22442,Taking A Walk,Trippie Redd,3688475,9/6/2018
22443,Body ,Loud Luxury,3602441,9/6/2018
22444,Natural,Imagine Dragons,3568431,9/6/2018
22445,WORKIN ME,Quavo,3566004,9/6/2018
22446,rockstar ,Post Malone,3539088,9/6/2018
22447,Look Alive ,BlocBoy JB,3370461,9/6/2018
22448,no tears left to cry,Ariana Grande,3295308,9/6/2018
22449,Beautiful ,Bazzi,3256493,9/6/2018
22450,Jackie Chan,"Tiesto, Dzeko",3245491,9/6/2018
22451,I Fall Apart,Post Malone,3121937,9/6/2018
22452,Drew Barrymore,Bryce Vine,3088650,9/6/2018
22453,Praise The Lord (Da Shine) ,A$AP Rocky,3071112,9/6/2018
22454,Happy Now,"Zedd, Elley Duhe",2935807,9/6/2018
22455,Everybody Dies In Their Nightmares,XXXTENTACION,2923915,9/6/2018
22456,Hopeless Romantic ,Wiz Khalifa,2832576,9/6/2018
22457,Te Boté - Remix,Nio Garcia,2722414,9/6/2018
22458,I'm Upset,Drake,2718184,9/6/2018
22459,Love Lies,"Khalid, Normani",2714982,9/6/2018
22460,High Hopes,Panic! At The Disco,2682634,9/6/2018
22461,Noticed,Lil Mosey,2648118,9/6/2018
22462,Mob Ties,Drake,2643168,9/6/2018
22463,Ric Flair Drip,"Offset, Metro Boomin",2629877,9/6/2018
22464,SWISH,Tyga,2615687,9/6/2018
22465,Whenever ,Kris Kross Amsterdam,2547061,9/6/2018
22466,lovely ,"Billie Eilish, Khalid",2543014,9/6/2018
22467,XO TOUR Llif3,Lil Uzi Vert,2529153,9/6/2018
22468,Thunderclouds,Sia,2526849,9/6/2018
22469,Ball For Me ,Post Malone,2504724,9/6/2018
22470,Plug Walk,Rich The Kid,2495308,9/6/2018
22471,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,2453146,9/6/2018
22472,Hope,XXXTENTACION,2450422,9/6/2018
22473,Leave Me Alone,Flipp Dinero,2429770,9/6/2018
22474,BUTTERFLY EFFECT,Travis Scott,2404266,9/6/2018
22475,the remedy for a broken heart (why am I so in love),XXXTENTACION,2387244,9/6/2018
22476,Look At Me!,XXXTENTACION,2382128,9/6/2018
22477,Magic In The Hamptons ,Social House,2364425,9/6/2018
22478,sweetener,Ariana Grande,2363268,9/6/2018
22479,Vaina Loca,"Ozuna, Manuel Turizo",2359117,9/6/2018
22480,Ned Flanders ,MadeinTYO,2349844,9/6/2018
22481,Rise,Jonas Blue,2332553,9/6/2018
22482,Nephew ,Smokepurpp,2327129,9/6/2018
22483,OTW,Khalid,2312327,9/6/2018
22484,Lust,Lil Skies,2304523,9/6/2018
22485,Tie Me Down ,"Gryffin, Elley Duhé, Elley Duhé",2272427,9/6/2018
22486,In My Mind,Dynoro,2265824,9/6/2018
22487,I Like Me Better,Lauv,2247383,9/6/2018
22488,Boo'd Up,Ella Mai,2231650,9/6/2018
22489,Mine,Bazzi,2230796,9/6/2018
22490,Candy Paint,Post Malone,2205804,9/6/2018
22491,Legends,Juice WRLD,2199376,9/6/2018
22492,WAKE UP,Travis Scott,2189346,9/6/2018
22493,CAN'T SAY,Travis Scott,2189155,9/6/2018
22494,Don’t Matter To Me ,"Drake, Michael Jackson, Michael Jackson",2178529,9/6/2018
22495,8 Letters,Why Don't We,2172758,9/6/2018
22496,JAPAN,Famous Dex,2167148,9/6/2018
22497,I'm a Mess,Bebe Rexha,2165572,9/6/2018
22498,Meant to Be,"Bebe Rexha, Florida Georgia Line",2105341,9/6/2018
22499,Walk It Talk It,Migos,2091309,9/6/2018
22500,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,2074171,9/6/2018
22501,Congratulations,Post Malone,2073790,9/6/2018
22502,Barbie Dreams,Nicki Minaj,2030852,9/6/2018
22503,All Mine,Kanye West,2002902,9/6/2018
22504,CAROUSEL,Travis Scott,2002255,9/6/2018
22505,Narcos,Migos,1988665,9/6/2018
22506,Nowadays ,Lil Skies,1983498,9/6/2018
22507,everytime,Ariana Grande,1977252,9/6/2018
22508,HUMBLE.,Kendrick Lamar,1974362,9/6/2018
22509,Champion ,NAV,1970488,9/6/2018
22510,Life Goes On,Lil Baby,1967817,9/6/2018
22511,Trip,Ella Mai,1956284,9/6/2018
22512,goosebumps,Travis Scott,1944880,9/6/2018
22513,Shake It Up,Trippie Redd,1940652,9/6/2018
22514,Roll In Peace ,Kodak Black,1932402,9/6/2018
22515,Powerglide,"Rae Sremmurd, Juicy J",1926481,9/6/2018
22516,Shoota ,Playboi Carti,1922278,9/6/2018
22517,One Kiss ,"Calvin Harris, Dua Lipa, Dua Lipa",1922269,9/6/2018
22518,Call Out My Name,The Weeknd,1922095,9/6/2018
22519,No Rest,Lil Skies,1919615,9/6/2018
22520,Feels Like Summer,Childish Gambino,1910482,9/6/2018
22521,Simple,Florida Georgia Line,1908762,9/6/2018
22522,Red Roses ,Lil Skies,1874348,9/6/2018
22523,The Middle,"Zedd, Maren Morris, Grey",1862946,9/6/2018
22524,PICK IT UP ,Famous Dex,1849540,9/6/2018
22525,The Return,Logic,1825050,9/6/2018
22526,NO BYSTANDERS,Travis Scott,1824151,9/6/2018
22527,Thunder,Imagine Dragons,1800264,9/6/2018
22528,STOP TRYING TO BE GOD,Travis Scott,1799757,9/6/2018
22529,Bounce Out With That,YBN Nahmir,1798459,9/6/2018
22530,R.I.P. SCREW,Travis Scott,1771145,9/6/2018
22531,'Till I Collapse,Eminem,1763921,9/6/2018
22532,APESHIT,The Carters,1763238,9/6/2018
22533,Tequila,Dan + Shay,1756614,9/6/2018
22534,Heaven,Kane Brown,1749781,9/6/2018
22535,R.E.M,Ariana Grande,1749030,9/6/2018
22536,Havana ,Camila Cabello,1745362,9/6/2018
22537,Beautiful Crazy,Luke Combs,1737241,9/6/2018
22538,Young Dumb & Broke,Khalid,1736528,9/6/2018
22539,This Is America,Childish Gambino,1731019,9/6/2018
22540,Location,Khalid,1724695,9/6/2018
22541,Don't Leave Me Alone ,David Guetta,1719924,9/6/2018
22542,Playinwitme ,KYLE,1719396,9/6/2018
22543,Stay,Post Malone,1712080,9/6/2018
22544,Believer,Imagine Dragons,1704419,9/6/2018
22545,Speechless,Dan + Shay,1694370,9/6/2018
22546,Stir Fry,Migos,1694166,9/6/2018
22547,Betrayed,Lil Xan,1692002,9/6/2018
22548,TATI,6ix9ine,1688572,9/6/2018
22549,Bigger Than You ,2 Chainz,1683589,9/6/2018
22550,you should see me in a crown,Billie Eilish,1670042,9/6/2018
22551,Black & White,Juice WRLD,1667406,9/6/2018
22552,5% TINT,Travis Scott,1665560,9/6/2018
22553,Ocean ,Martin Garrix,1663795,9/6/2018
22554,King's Dead,"Jay Rock, Kendrick Lamar, Future, James Blake",1661891,9/6/2018
22555,Bank Account,21 Savage,1656810,9/6/2018
22556,All The Stars,"Kendrick Lamar, SZA",1655575,9/6/2018
22557,Ring ,Cardi B,1645952,9/6/2018
22558,Solo ,Clean Bandit,1633848,9/6/2018
22559,NUMB,XXXTENTACION,1629971,9/6/2018
22560,Freaky Friday ,Lil Dicky,1626953,9/6/2018
22561,Creeping ,Lil Skies,1626432,9/6/2018
22562,idontwannabeyouanymore,Billie Eilish,1613288,9/6/2018
22563,Africa,Toto,1594983,9/6/2018
22564,Rich & Sad,Post Malone,1585922,9/6/2018
22565,1-800-273-8255,Logic,1585420,9/6/2018
22566,Dark Knight Dummo,Trippie Redd,1581848,9/6/2018
22567,My Blood,Twenty One Pilots,1577818,9/6/2018
22568,LOVE.,Kendrick Lamar,1566462,9/6/2018
22569,IDOL,BTS,1556940,9/6/2018
22570,pete davidson,Ariana Grande,1548682,9/6/2018
22571,Bodak Yellow,Cardi B,1547498,9/6/2018
22572,Nevermind,Dennis Lloyd,1546185,9/6/2018
22573,goodnight n go,Ariana Grande,1540091,9/6/2018
22574,The Way Life Goes ,Lil Uzi Vert,1531444,9/6/2018
22575,Side Effects ,The Chainsmokers,1528009,9/6/2018
22576,ocean eyes,Billie Eilish,1527499,9/6/2018
22577,Paranoid,Post Malone,1522911,9/6/2018
22578,HOUSTONFORNICATION,Travis Scott,1507555,9/6/2018
22579,Let You Down,NF,1506431,9/6/2018
22580,She Got the Best of Me,Luke Combs,1498918,9/6/2018
22581,Dance To This ,Troye Sivan,1496538,9/6/2018
22582,Summertime Magic,Childish Gambino,1496140,9/6/2018
22583,WHO? WHAT!,Travis Scott,1488427,9/6/2018
22584,Best Part ,H.E.R.,1483303,9/6/2018
22585,I Don't Wanna Do This Anymore,XXXTENTACION,1480950,9/6/2018
22586,FRIENDS,"Marshmello, Anne",1466018,9/6/2018
22587,Plain Jane,A$AP Ferg,1464496,9/6/2018
22588,Fr Fr ,Wiz Khalifa,1463706,9/6/2018
22589,KOD,J. Cole,1454382,9/6/2018
22590,You Make It Easy,Jason Aldean,1452193,9/6/2018
22591,No Limit,G-Eazy,1448433,9/6/2018
22592,Outside Today,YoungBoy Never Broke Again,1447776,9/6/2018
22593,Shape of You,Ed Sheeran,1444077,9/6/2018
22594,NC-17,Travis Scott,1432241,9/6/2018
22595,ZEZE ,Kodak Black,12545042,10/25/2018
22596,Sunflower,"Post Malone, Swae Lee",10667603,10/25/2018
22597,Mo Bamba,Sheck Wes,10191108,10/25/2018
22598,SICKO MODE,Travis Scott,10116917,10/25/2018
22599,Drip Too Hard,Lil Baby,9670014,10/25/2018
22600,Fine China,Future,9273054,10/25/2018
22601,Without Me,Halsey,9065617,10/25/2018
22602,MIA ,Bad Bunny,8736672,10/25/2018
22603,Better,Khalid,8512173,10/25/2018
22604,Taki Taki ,"DJ Snake, Selena Gomez, Ozuna, Cardi B, Selena Gomez, Ozuna, Cardi B",7655889,10/25/2018
22605,Lucid Dreams,Juice WRLD,7428401,10/25/2018
22606,Happier,"Marshmello, Bastille",7024499,10/25/2018
22607,when the party's over,Billie Eilish,6923703,10/25/2018
22608,Moonlight,XXXTENTACION,6246862,10/25/2018
22609,SAD!,XXXTENTACION,6129247,10/25/2018
22610,Never Recover,Lil Baby,6125067,10/25/2018
22611,Shallow,Lady Gaga,5907827,10/25/2018
22612,Falling Down,"Lil Peep, XXXTENTACION",5743186,10/25/2018
22613,Nonstop,Drake,5689277,10/25/2018
22614,Suncity ,Khalid,5563403,10/25/2018
22615,Better Now,Post Malone,5507808,10/25/2018
22616,FEFE ,6ix9ine,5348673,10/25/2018
22617,Noticed,Lil Mosey,5304849,10/25/2018
22618,Wake Up in the Sky,Gucci Mane,5164117,10/25/2018
22619,I Love It,Kanye West,5086257,10/25/2018
22620,No Stylist,French Montana,4890532,10/25/2018
22621,Vertigo,Khalid,4725889,10/25/2018
22622,Yes Indeed,"Lil Baby, Drake",4683353,10/25/2018
22623,Taste ,Tyga,4503291,10/25/2018
22624,Mona Lisa ,Lil Wayne,4487400,10/25/2018
22625,Hard Work Pays Off,Future,4470411,10/25/2018
22626,Saturday Nights,Khalid,4462031,10/25/2018
22627,Leave Me Alone,Flipp Dinero,4375693,10/25/2018
22628,Jocelyn Flores,XXXTENTACION,4301845,10/25/2018
22629,In My Feelings,Drake,4241885,10/25/2018
22630,STOOPID,6ix9ine,4225399,10/25/2018
22631,Eastside,"benny blanco, Halsey, Khalid",4215668,10/25/2018
22632,New Patek,Lil Uzi Vert,4153967,10/25/2018
22633,I Like It,Cardi B,3938582,10/25/2018
22634,Jet Lag,Future,3905386,10/25/2018
22635,Lucky You ,Eminem,3746431,10/25/2018
22636,Fuck Love ,XXXTENTACION,3742946,10/25/2018
22637,Kiss and Make Up,Dua Lipa,3650983,10/25/2018
22638,All Girls Are The Same,Juice WRLD,3648524,10/25/2018
22639,Lean Wit Me,Juice WRLD,3579035,10/25/2018
22640,Get Dripped ,Lil Yachty,3561974,10/25/2018
22641,changes,XXXTENTACION,3532875,10/25/2018
22642,BIG BANK ,YG,3493187,10/25/2018
22643,Psycho ,Post Malone,3480975,10/25/2018
22644,Trip,Ella Mai,3473895,10/25/2018
22645,This Feeling ,The Chainsmokers,3434431,10/25/2018
22646,WORKIN ME,Quavo,3429561,10/25/2018
22647,rockstar ,Post Malone,3356275,10/25/2018
22648,Uproar,Lil Wayne,3343409,10/25/2018
